conversation_id,timestamp,username,question,is_synthetic,test_run_id,evaluation_id,response_side,model_name,score_accuracy,score_completeness,score_detail,score_usefulness,score_satisfaction,comment,rubric_version,created_at,cost,response_time
74,2026-05-12 02:04:08,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,ศาลปกครองพิจารณาคดีประเภทใด?,0,,53,left,Claude 4 Sonnet,3,1,2,2,3,,five-dimension-v1,2026-07-19 17:30:21,0.28896,16.36448884010315
74,2026-05-12 02:04:08,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,ศาลปกครองพิจารณาคดีประเภทใด?,0,,54,right,Gemini Pro,1,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.21282333333333334,10.301671028137207
75,2026-05-12 02:05:58,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,การขอทุเลาการบังคับคืออะไร?,0,,55,left,Claude 4 Sonnet,2,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.324205,16.678879261016846
75,2026-05-12 02:05:58,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,การขอทุเลาการบังคับคืออะไร?,0,,56,right,Gemini Pro,1,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.20882166666666668,3.2936151027679443
76,2026-05-12 02:06:58,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,ระยะเวลาฟ้องคดี?,0,,57,left,Claude 4 Sonnet,3,1,1,2,2,,five-dimension-v1,2026-07-19 17:30:21,0.31017,16.899088144302368
76,2026-05-12 02:06:58,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,ระยะเวลาฟ้องคดี?,0,,58,right,Gemini Pro,3,1,1,2,2,,five-dimension-v1,2026-07-19 17:30:21,0.2675808333333333,5.995980501174927
77,2026-05-12 02:10:17,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,ค่าธรรมเนียมศาล?,0,,59,left,Claude 4 Sonnet,3,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.26887,12.162059307098389
77,2026-05-12 02:10:17,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,ค่าธรรมเนียมศาล?,0,,60,right,Gemini Pro,2,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.22233750000000002,3.5880823135375977
78,2026-05-12 02:11:35,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,การอุทธรณ์ทำอย่างไร?,0,,61,left,Claude 4 Sonnet,2,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.2618,14.765644073486328
78,2026-05-12 02:11:35,พนักงานคดีปกครอง (ชำนาญการพิเศษ) - สำนักงานศาลปกครองในภูมิภาค,การอุทธรณ์ทำอย่างไร?,0,,62,right,Gemini Pro,2,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.30890416666666665,10.969172954559326
80,2026-05-18 07:17:21,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ขั้นตอนการยื่นฟ้องคดีปกครอง?,0,,63,left,Claude 4 Sonnet,5,5,4,4,5,,five-dimension-v1,2026-07-19 17:30:21,0.23978499999999997,11.440294027328491
80,2026-05-18 07:17:21,เจ้าหน้าที่ศาลปกครอง (ปฏิบัติการ) - สำนักงานศาลปกครองกลาง,ขั้นตอนการยื่นฟ้องคดีปกครอง?,0,,64,right,Gemini Pro,5,3,3,4,3,,five-dimension-v1,2026-07-19 17:30:21,0.1730925,3.6294054985046387
81,2026-05-18 07:22:53,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ระยะเวลาฟ้องคดี?,0,,65,left,Claude 4 Sonnet,0,0,0,0,0,ไม่มีการบรรยายระยะเวลากรณี 9(2)(4),five-dimension-v1,2026-07-19 17:30:21,0.315245,17.077670097351074
81,2026-05-18 07:22:53,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,ระยะเวลาฟ้องคดี?,0,,66,right,Gemini Pro,0,0,0,0,0,ไม่มีการบรรยายระยะเวลากรณี 9(2)(4),five-dimension-v1,2026-07-19 17:30:21,0.27431833333333333,5.854647159576416
83,2026-05-18 07:47:11,ตุลาการศาลปกครอง - ศาลปกครอง,โรงเรียนไม่ออกใบวุฒิบัตรให้ ฟ้องศาลปกครองได้หรือไม่,0,,67,left,Claude 4 Sonnet,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.372155,24.311419010162354
83,2026-05-18 07:47:11,ตุลาการศาลปกครอง - ศาลปกครอง,โรงเรียนไม่ออกใบวุฒิบัตรให้ ฟ้องศาลปกครองได้หรือไม่,0,,68,right,Gemini Pro,3,3,3,3,3,,five-dimension-v1,2026-07-19 17:30:21,0.33516,11.247029066085815
85,2026-05-20 01:50:13,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การขอทุเลาการบังคับคืออะไร?,0,,69,left,Claude 4 Sonnet,2,2,2,2,2,ขาดระยะเวลาที่สามารถขอได้ (ไม่บอกว่าต้องยื่นตอนไหน) อ้างอิงมาตราอาจจะไม่ครบถ้วน  เห็นว่ามาตราหลักเป็นข้อ 69 ซึ่งก็ไม่บอกว่าเอามาจากกฎหมายฉบับไหน,five-dimension-v1,2026-07-19 17:30:21,0.295155,14.034925937652588
85,2026-05-20 01:50:13,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การขอทุเลาการบังคับคืออะไร?,0,,70,right,Gemini Pro,2,2,2,2,2,ขาดระยะเวลาที่สามารถขอได้ (ไม่บอกว่าต้องยื่นตอนไหน) อ้างอิงมาตราอาจจะไม่ครบถ้วน  เห็นว่ามาตราหลักเป็นข้อ 69 ซึ่งก็ไม่บอกว่าเอามาจากกฎหมายฉบับไหน,five-dimension-v1,2026-07-19 17:30:21,0.21347666666666668,3.6672685146331787
86,2026-05-20 01:54:45,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การอุทธรณ์ทำอย่างไร?,0,,71,left,Claude 4 Sonnet,4,3,2,5,4,กรณีที่ prompt ว่าอุทธรณ์ ควรจะมีการถามว่าอุทธรณ์คำสั่งทางปกครอง หรืออุทธรณ์คำพิพากษา เพื่อความชัดเจนแก่ประชาชนที่สอบถาม,five-dimension-v1,2026-07-19 17:30:21,0.302225,17.938044548034668
86,2026-05-20 01:54:45,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,การอุทธรณ์ทำอย่างไร?,0,,72,right,Gemini Pro,3,2,2,3,3,กรณีที่ prompt ว่าอุทธรณ์ ควรจะมีการถามว่าอุทธรณ์คำสั่งทางปกครอง หรืออุทธรณ์คำพิพากษา เพื่อความชัดเจนแก่ประชาชนที่สอบถาม,five-dimension-v1,2026-07-19 17:30:21,0.28060666666666667,11.456509351730347
88,2026-05-20 01:59:28,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,อยากฟ้องคดีต่อศาลปกครอง ฉันอยู่จังหวัดสมุทรสงคราม ต้องฟ้องที่ศาลไหน,0,,73,left,Claude 4 Sonnet,5,5,5,5,5,claude ทำได้ดีกว่ามาก แม้จะใช้เวลาประมวลผลมากกว่า 10 วินาที และอ้างข้อกฎหมายของ gimini พ.ร.บ. จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. 2541 ผิด พ.ศ. ต้องเป็นปี 2542,five-dimension-v1,2026-07-19 17:30:21,0.27425999999999995,14.090251922607422
88,2026-05-20 01:59:28,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,อยากฟ้องคดีต่อศาลปกครอง ฉันอยู่จังหวัดสมุทรสงคราม ต้องฟ้องที่ศาลไหน,0,,74,right,Gemini Pro,1,1,1,1,1,claude ทำได้ดีกว่ามาก แม้จะใช้เวลาประมวลผลมากกว่า 10 วินาที และอ้างข้อกฎหมายของ gimini พ.ร.บ. จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ. 2541 ผิด พ.ศ. ต้องเป็นปี 2542,five-dimension-v1,2026-07-19 17:30:21,0.2113533333333333,4.604896545410156
89,2026-05-20 02:00:13,เจ้าหน้าที่ศาลปกครอง (ชำนาญการ) - สำนักงานศาลปกครองกลาง,คำสั่งไม่รับคำฟ้องไว้พิจารณาสามารถขอขยายเวลายื่นคำอุทธรณ์ได้หรือไม่,0,,75,left,Claude 4 Sonnet,2,1,1,1,1,,five-dimension-v1,2026-07-19 17:30:21,0.34979,18.732362031936646
